Sprite,Entry,Author
125.203.png,POKENAME's two heads both battle if necessary. They use both Fire and Electric moves to counter many Pokémon.,.ssunday.
125.203.png,"The front head breathes electricity, while the back head breathes fire. The two heads rarely agree on anything.",kittyluv090 
125.22.png,"It perches high up within areas where thunderstorms are common, using its beak as a lightning rod to recharge its internal electricity. Overzealous Trainers often mistake it for being a wild Zapdos.",sk372
125.234.png,"While galloping, it produces a buzzing noise that grows louder with its speed. It unleashes bolts of lightning from its antlers to ward off threats.",.izik
125.25.png,It is notoriously grumpy and shocks anyone who comes too close. Offering it a Poffin is the easiest way to calm it down.,.izik
125.266.png,"POKENAME has a massive constant charge within its body, allowing it to move at Mach 20. When cornered, it can produce a giant blast of energy.",Skymaster426
125.300.png,POKENAME live in groups around lightning rods to gain natural power. They link their jaws together to amplify their electrical power. A group of ten or more POKENAME can produce enough electricity to power a large city for a week.,Mistymagius
125.310.png,"It is said that if an POKENAME starts following you, you are doomed to be struck by lightning in the near future.",Staghorn
125.339.png,They can use their feelers as cables to absorb electricity. POKENAME will often stand on rooftops and act like lightning rods during storms.,MelodyDeLune
125.354.png,"Defiant and agile, POKENAME always waits for a worthy opponent. Its fighting style focuses on shocking certain body parts with high voltage.",waflare(CEO of ferrosaco)
125.37.png,Its tails crackle with electricity whenever it breathes flames. It consumes dry grass to fuel the fiery energy in its belly.,.izik
125.39.png,POKENAME balance on their tail to appear more menacing. Both their fur and powerful voice can cause static shocks.,ohok3441
125.443.png,"POKENAME chase storms to collect lightning inside their bodies. Once they've gained enough charge, they produce new storms wherever they travel. ",hampterbychoice
125.452.png,"The fluff in its body generates electricity as it rubs together, creating powerful charges. It can fire bolts of lightning directly from its arms.",.izik
125.456.png,"As it leaps, its cape generates static electricity, releasing crackling sparks. When it lands, the impact echoes like thunder, intimidating its foes.",.izik
125.58.png,"It digs up buried power lines to gnaw on the wires, charging its body with electricity. This behavior makes it a frequent nuisance in urban areas.",.izik
125.63.png,POKENAME can create tiny storm clouds on which it can rest in the sky. Troublemakers who disturb its sleep are punished with powerful lightning bolts.,Kurator Chorby
125.63a.png,POKENAME can create tiny storm clouds on which it can rest in the sky. Troublemakers who disturb its sleep are punished with powerful lightning bolts.,Kurator Chorby
125.66.png,"The black, rubbery bands on POKENAME's body limit the amount of electricity it can release. Without these limiters, a POKENAME could cause town-wide blackouts.",TeatedTiten
125.67.png,"POKENAME has lightning-fast punches, but cannot easily hit opponents behind it. Enemies grab its sensitive tail to avoid getting pummeled.",TeatedTiten
125.68.png,"An electric company developed special punching bags which POKENAME can punch to generate electricity. They claim that with enough training, POKENAME could power a town with its energy.",TeatedTiten
125.76.png,"During storms it seeks out the highest peak or building and climbs it in order to be struck by lightning, on which it feeds. Afterwards it launches itself from the heights and rolls down to slopes below.",foolish_weasel
125.81.png,"It rotates its magnets while preparing an attack, building up a massive charge. A single shock from it is strong enough to incapacitate a crowd.",.izik
125.82.png,Clusters of POKENAME were spotted disrupting power supplies at a plant near Hutber Port. The town's electricians now manage these incidents to avoid outages.,.izik
125.85.png,"While flightless, POKENAME can reach the top of any cliff or tree by creating a foothold made of ice. Its favorite strategy is to perch on the highest point it can find and snipe enemies with Tri-Attack.",Rockageddon
126.10.png,"POKENAME spews small flames to burn food to ashes before eating. Its horns burn at 1500 degrees, emitting pungent smoke that warns predators before igniting them.",Mistymagius
126.11.png,Immense heat accumulates in its body. They tend to evolve easier after a forest they live in has burned.,Markusknight
126.126.png,"When two Magmar have their powers fused together, their flames and instincts grow wilder, especially in the heat of battle.",entomoxie
126.128.png,"POKENAME tend to get angry at least 3 times a day. Officials request seasoned Trainers to catch any POKENAME they come across, as their short tempers often result in wildfires. ",Frokachu
126.183.png,"Like a candle, its flame produces a pleasant aroma. Despite being a proficient swimmer, POKENAME stays away from water to avoid putting out its flame.",sporkwizard
126.200.png,"At night, POKENAME slips into bedrooms to heat up the room with its presence and make it difficult to sleep.",Marvin the Marrow Muncher
126.222.png,"Coral branches from POKENAME are hard to obtain due to POKENAME having a hot body. Once obtained, they are used to make expensive jewelry.",pokebio
126.287.png,"For POKENAME, there is no difference between battle and dance. It sidesteps attacks with the greatest ease with one hand always open for a partner.",Leshii
126.288.png,"A shy but rebellious spirit by nature, POKENAME passionately dances when it's alone. It forms a mirage as it spins in battle, obscuring it from view.",Leshii
126.288a.png,"A shy but rebellious spirit by nature, POKENAME passionately dances when it's alone. It forms a mirage as it spins in battle, obscuring it from view.",Leshii
126.288b.png,"POKENAME dances about the battlefield with grace and style. With its fiery heart burning bright, it battles as though dancing with another.",Leshii
126.300.png,POKENAME's body is coated in flammable oil that ignites to deter foes. Its bites can cause third-degree burns that nearly reach the bone.,Mistymagius
126.310.png,"POKENAME is incredibly sensitive to the shifting of magma deep beneath the world's crust. They seek out locations where volcanic eruptions are likely to happen, earning them a reputation for imminent disaster.",Katie
126.339.png,"If the flames on its ears and tail seem low, Trainers should feed their POKENAME charcoal. It becomes sluggish when its flames are dim.",MelodyDeLune
126.363.png,The threads that POKENAME spins reach temperatures of several hundred degrees. This is why it builds its nests on stones or metal structures.,Kurator Chorby
126.412.png,"POKENAME can climb walls and ceilings. Just before it spits fire, the fur above its eyes lights up. If you see this, get out of the area.",Kurator Chorby
126.442.png,"POKENAME can spread hot blasts of smoke from its dense, fluffy cloud wings. A flock of POKENAME can heat an entire village on a cold night, though care is needed to keep the flames from burning out of control.",entomoxie
126.452.png,"POKENAME prefers not to use its fire attacks directly. Instead, it will use its immense strength to throw volcanic boulders at its opponents.",Mistymagius
126.48.png,"It sets its fur alight for protection. Being ablaze doesn't bother POKENAME in the least, nor any forest fires it accidentally starts. ",PokePower
126.74.png,"Its body is made of burning igneous rock. POKENAME will spew molten rock at anyone it finds a threat, even though it can't shoot very far. ",Mistymagius
126.77.png,"It gets its energy by immersing itself in lava, so it doesn't need to eat or drink. If you see a wild POKENAME galloping away from a volcano, it is a sure sign that the volcano is going to erupt soon.",Staghorn
126.85.png,POKENAME's competitive nature means all three heads try to one-up the other in fire prowess. Some have even observed the heads angrily breathing flames on each other when competition gets too heated.,sk372
126.92.png,"A sulfuric stench and honking laugh are signs of a nearby POKENAME. It feeds on flammable vapors, and may cause deadly explosions.",robosoup
126.92a.png,"This shiny POKENAME has a more sickly-sweet odor, compared to its sulphuric counterparts. Certain chemical pollutants will lead to this color.",robosoup
127.10.png,It crushes berries with its tight grip. It prefers berries that haven't ripened because they are more difficult to juice.,.izik
127.102a.png,"A unique Exeggcute variant, fused with Pinsir. Those merged with Pinsir consume regular Exeggcute for energy; a mysterious symbiotic relationship.",xyloldi
127.11.png,Portions of its shell fall off as it waits for evolution. These pieces are ground up for use in creating X Defense supplements.,.izik
127.130.png,These Pokémon aren't picky eaters; they will devour anything edible. Farmers hate POKENAME because they eat entire crops and carry away farm Pokémon.,mrbapcik
127.139.png,"It hides on beaches, trapping any unsuspecting foe it finds with its pincers. It rarely moves, as its shell is very heavy.",imagine1.
127.185.png,"With POKENAME now in a larger form, it may choose to plant itself in more dangerous hunting grounds. Intentionally off-putting mimicry draws prey, large and small, in closer to investigate, where it then lunges with powerful, crushing jaws.",Arcul
127.195.png,"Its gaping mouth may seem ominous, but POKENAME is actually very polite. However, it is prone to tripping and ramming its horns through furniture.",beespoon
127.205.png,POKENAME is known for burying its body in forests and emerging to pierce its victims as a painful trap. It feeds on smaller Bug-type Pokémon nightly.,samu_games
127.214.png,"Whether it aims to pinch or flip its opponent varies on a tactical basis. When two POKENAME fight, they will always choose opposite tactics.",Staghorn
127.216.png,The pincer that protrudes through the head of POKENAME has caused it's vision to be reduced. It struggles to find food because of this.,Toxicrown
127.257.png,"POKENAME utilizes its progenitor's faux tears in tandem with its innate mimicry to lure curious prey in close. When the prey enters striking range, it uses powerful jaws to crush and tear.",Arcul
127.276.png,"It has the ability to climb all sorts of surfaces, even vertical ones, thanks to the microscopic hooks on its feet and the claws on its hands. It must rest somewhere flat, however, thanks to the large pair of pincers it carries.",bobosmith01
127.291a.png,"POKENAME fully condensed into its shell upon fusion, which makes burrowing and hiding easier. It uses electromagnetism to regulate body temperature.",entomoxie
127.295.png,"Dark power surges from this small, near immobile Pokémon. The vortex is filled with the teeth of countless different Pinsir, endlessly spinning.",koishikomeiji.
127.300.png,"The claw on POKENAME can crush anything it grabs with 5,000 pounds of pressure. It creates a border of decimated trees to outline its territory.",Mistymagius
127.327.png,"POKENAME would be an excellent tool for logging and demolition, if it wouldn't claim the limbs of all those attempting to wield it.",abstrusePaladin
127.339.png,It attacks by charging pincers-first towards its targets. Its large mouth allows it to swallow most prey in a single bite.,MelodyDeLune
127.341.png,"POKENAME swallows its prey whole, incinerating them in its oven-like stomach. If buried in the ground, it is often mistaken for a volcano. ",hampterbychoice
127.355.png,"Despite its fearsome appearance, it only feeds on rotting logs. Its ravenous appetite makes it an excellent decomposer. ",hampterbychoice
127.421.png,"Due to its eyes having become extra mouths, it is now blind. However, it is also agressively hungry, and will try and eat whatever it can grab.",Skymaster426
127.429.png,"POKENAME obscure their faces to hide their jagged mouths. When they demask, they attack viciously with shear-like claws.",.towerxvi
127.54.png,"It roots around for spicy berries during colder seasons for warmth. The spice gives it a headache, however, which causes psychic power to surge and results in felled trees and branches.",sk372
127.80.png,Everything it eats is absorbed by the Shellder on its tail. It latches onto riverbanks with its pincers and devours anything that floats past.,clickonflareblitz
127.97.png,POKENAME grips trees with its powerful pincers and shakes them to knock down fruit. It then shares the fruit with other Pokémon in the area.,noel5229
127.97a.png,POKENAME grips trees with its powerful pincers and shakes them to knock down fruit. It then shares the fruit with other Pokémon in the area.,noel5229
128.10.png,"POKENAME are very aggressive and will headbutt anything that moves. However, their carapace isn't tough enough to resist the sheer amount of blunt force, so POKENAME is constantly covered in bruises.",Mistymagius
128.108.png,The tongue-like organs on its head let POKENAME touch objects to discern if they would be tasty or not. Non-tasty objects that get licked will be batted away with a swing of POKENAME's head.,sk372
128.111.png,"The fusion of Rhyhorn and Tauros has given it a massive horn to better charge at foes with. However, it often charges into things and gets itself stuck, the new horn lodged deep within the object it crashed into.",sk372
128.113.png,"POKENAME designates its territory as no-conflict zones. Should it spy infighting from any people or Pokémon, it aggressively charges and ends the fight by knocking them out with its heavy egg and powerful Headbutt.",sk372
128.115.png,"POKENAME is an extremely aggressive and territorial fusion that often protect herds of Miltank. Unfortunately, they may become protective of domesticated Miltank and rampage against farmers; removing these POKENAME can be quite the ordeal.",bobosmith01
128.125.png,"When POKENAME charges at its opponent, its coarse mane builds up static electricity. This Pokémon is commonly found in badlands.",.realthree
128.143.png,"POKENAME is extremely temperamental and territorial, but far too lazy to actually attack anyone. It simply glares at interlopers from afar.",gellyfishsh
128.15.png,"Escaping the range of its sting is nearly impossible. It will go after disrespectful opponents, stronger Pokémon taking advantage of the weak, weak ones allowing it to happen, beautiful and ugly creatures, and, most of all, the color red.",epping_forest
128.174.png,"POKENAME will try to ram themselves into anything, even though their bodies are so light they don't do much damage. Their horns are still developing.",Mistymagius
128.203.png,Both heads have the same size brain and the same urge to charge at intruders. It's not unheard of to see a POKENAME rapidly charging forward and backward as both heads struggle for control.,sk372
128.213.png,It uses its three tails and its resilient skull to help it knock down and grab berries to consume. The berry juice its body creates has a strong bitter aroma and taste.,sk372
128.215.png,"POKENAME are capable of delivering devastating, ice-powered blows with their bludgeoning weapon. They are incredibly agile in battle. ",theartemis1
128.225.png,POKENAME's tail bundle actually functions as a cape that it brandishes at its enemies. Sometimes it will catch a glimpse of it and chase its own tail.,pankiwi
128.256.png,POKENAME is a common sight in prairies. It flies low over the ground as it follows the Grass-type Pokémon it preys upon.,.realthree
128.26.png,"It is not a very fast Pokémon, but it is extremely defensive. It whips foes with its three tails and rams into them with its horns.",themicelegion
128.30.png,"POKENAME is usually quite docile, but it will fiercely stand its ground if it thinks its young is in danger. Its horns are sharper during mating season.",Mistymagius
128.300.png,"Despite its body being docile, the mouth on POKENAME's head is always agitated and tries to gnaw anything in its path. POKENAME is often domesticated for its tough dark-brown hair.",Mistymagius
128.309.png,"Despite their reputation for aggression, POKENAME prefer eating berries and fruits. They roam in groups of 5-10 in the wild and are fiercely protective of their herd.",Azalde
128.327.png,"Though it is mostly content to feed on grass, POKENAME is partial to tree sap. Its serrated blade can saw through the trunks of even the thickest trees when it decides to enter a feeding frenzy.",clickonflareblitz
128.339.png,Herds of POKENAME play by locking their horns in play fights. They have high stamina and can run for hours without rest.,MelodyDeLune
128.355.png,"POKENAME can release spores from openings on their horns. The angrier a POKENAME, the more noxious the spores. Their hooves and horns are tougher than iron.",entomoxie
128.39.png,You can tell a POKENAME is angry by the pitch of its song. Its voice drops to a whisper when it is about to charge.,MrPeach774
128.452.png,POKENAME is quick to anger and has no issue charging full force at anyone that irritates it. It will even grab its opponents to smash them into any hard surface it desires.,Mistymagius
129.10.png,"POKENAME are pitifully weak and worthless in battle, but they are valuable as fishing bait. An entire industry exists for breeding tens of thousands of them.",Mistymagius
129.102.png,"POKENAME is pathetically weak in battle. However, it is valued as a food, and it is commonly served on top of sushi.",.realthree
129.102a.png,"POKENAME is said to contain enough power to run a small household. Despite its use as a power source, it is unable to turn this energy into attacks.",.realthree
129.116.png,"POKENAME drift around at sea, as their fins are small and are easily washed away by currents. The fin on their head is often mistaken for a crown, and they spit out ink when in danger.",quackquackattack
129.117.png,"POKENAME wander throughout the ocean. Their fins are large, allowing them to change course as they please. They will eventually have a very large crown fin.",quackquackattack
129.118.png,POKENAME are kept in backyard ponds as pets. Their bright orange scales and their yellow horns and whiskers make them popular choices among fish enthusiasts.,quackquackattack
129.119.png,"Many trainers struggle to keep POKENAME as pets due to their large size, as they prefer wide enclosures. As such, having a happy POKENAME is a sign of wealth.",quackquackattack
129.120.png,"POKENAME contains what appears to be a Magikarp in the center, controlling its actions. It's thought that POKENAME channels strange energy into it, ensuring a more powerful evolution in its future.",sk372
129.128.png,"POKENAME are a placid and weak species that tend to wander aimlessly across plains and farmland, grazing without thought or care. Touching its whiskers will send it into a thrashing rage.",sk372
129.129.png,"A legendary creature of the sea, restored to its ancient glory through fusion technology. Its power, however, is still weak and pathetic.",Brienie
129.130.png,POKENAME are often mistaken for shiny Gyarados by fishermen. Encountering one is said to be a sign of both good and bad luck.,Staghorn
129.130.png,This Pokémon is often sold by con artists under the guise that it is a rare red Gyarados. Its true identity can be revealed by its lack of teeth and its orange fins.,astral_1447
129.137.png,"POKENAME washes up in spam emails, old forums and riverbanks. Criminals use it to get sensitive information, which it hates but is too weak to fight.",totodile.
129.147.png,"Slithering across the ocean floor, POKENAME lack major fins or flippers to help them swim. Their mouths help them travel by biting onto other aquatic Pokémon, latching on and traveling great distances in search of food.",quackquackattack
129.148.png,"This Pokémon has very weak musculature, but a very hardy body. It will violently flop around and thrash while out of water, but it will not be harmed.",ziggaway
129.149.png,"Often seen lazing around on the beach, POKENAME sleep for 12 hours a day. While awake, they dive into the ocean to help other aquatic Pokémon find food and shelter.",quackquackattack
129.150.png,"Experiments to fuse a Magikarp with the strongest lifeform were a success. However, it was still not enough to give Magikarp any noteworthy power.",Brienie
129.158.png,"Photographers pose POKENAME during certain holiday festivals due to their resemblance to other Pokémon. They are aloof and uninterested in photo shoots, and so are bribed with berries to focus on the camera.",quackquackattack
129.17.png,POKENAME is an extremely fast swimmer that can jump out of the water and glide many meters before diving back into the depths.,Kurator Chorby
129.170.png,"POKENAME are rotund and squishy, with two long antennae that conduct electricity. At night, POKENAME gather in large groups to produce a dazzling array of lights.",quackquackattack
129.183.png,"Rotund and bipedal, POKENAME has a long tail with a fin at the end, used for both bouncing and swimming underwater. When scared, POKENAME raises its tail above its head to appear larger.",quackquackattack
129.186.png,"Found near lakes and ponds, POKENAME are aloof and sleepy, sleeping up to 18 hours a day. They get angry when anyone pulls their whiskers.",quackquackattack
129.19.png,"Its meat is inedible, and due to its rapid reproduction and adaptability to harsh conditions, POKENAME is an ecological threat. Its overpopulation of water bodies leads to severe eutrophication, making the environment uninhabitable for most Pokémon.",amiel997
129.194.png,"POKENAME enjoy lurking in the mud, as it helps keep their skin hydrated. The fins and whiskers can detect early signs of earthquakes through the vibrations in the mud.",quackquackattack
129.199.png,"POKENAME have gifted minds, but wasted potentials. They waste their intellect smugly pondering meaningless, useless and senseless topics all day.",Leeto64
129.207.png,"POKENAME is commonly seen around tall waterfalls, using its claws to climb to the top. However, it always gets tired before it can reach its goal.",Staghorn
129.220.png,This weak Pokémon has a remarkable sense of smell. It survives by digging into river mud and gathering smaller prey for sustenance.,Metalocif
129.222.png,"POKENAME gather around underwater hydrothermal vents, which provide a soothing warmth and a place to rest after searching for food. If the sea becomes polluted, the coral stalks become discolored, causing POKENAME pain.",quackquackattack
129.223.png,"POKENAME are fast and precise swimmers, able to snatch a snack out of a sailor's hand high above the ocean’s surface. Crowds of POKENAME often appear if food is scattered across the ocean surface.",quackquackattack
129.230.png,POKENAME are an aquatic Pokémon species that float in the world's many oceans. Its stomach can expand to hold three times its normal capacity in food.,quackquackattack
129.300.png,"Its hair-like protrusion mimics a Magikarp, tricking opponents into thinking it's too weak to fight back. However, this often causes more problems for POKENAME than anything else.",Mistymagius
129.318.png,The glass bulb on POKENAME's back usually has baby Magikarp residing in them. Legends say the water can grant eternal life as no one has ever seen a Magikarp die in the bulb.,TeatedTiten
129.320.png,"When POKENAME defends its territory, it can be seen flailing its arms about in an attempt to be intimidating. This attempt is usually unsuccessful.",Brienie
129.321.png,"This legendary warrior once inspired many aquatic combat styles, but is now too weak to fight. It spends its days training Magikarp on its back.",squawkabairdy
129.327.png,"A legendary and ancient blade, lost deep in the ocean. It is said whoever wields POKENAME will become weaker than ever before.",Brienie
129.327.png,"POKENAME wildly flops when someone tries to pick it up. However, it is so weak that it quickly gives in to being used by local fisherman to gut fish.",abstrusePaladin
129.329.png,"Aegislash yearn for battle instinctively. Some have used this trait and taken them to another battlefield, of spice and smell and delicious food.",koishikomeiji.
129.329.png,"POKENAME are often employed at seafood restaurants, particularly those that serve Magikarp cuisine. Their skill with the blade means that every meal is perfectly cut and portioned.",sk372
129.330.png,"POKENAME wishes to take up a blade in defense of the sea. Still, its youth hinders it from seeing real combat.",NellNast42
129.331.png,"POKENAME have been known to defend the ocean in times of peril. When they are not defending the ocean, they can be found constantly training.",Brienie
129.339.png,"Though weak in terms of power and speed, they are able to live in any body of water. They use their long whiskers to feel their surroundings.",MelodyDeLune
129.371.png,POKENAME is a mischievous Pokémon said to steal keys. It is believed that the keys it carries have never successfully opened any lock.,Brienie
129.383.png,"POKENAME are remarkable swimmers with superb control over their various fins and flippers. Due to their elongated form, children enjoy surfing on their backs.",quackquackattack
129.394.png,They say with great power comes great responsibility; most Trainers think raising POKENAME is too much responsibility and give up before it evolves.,kill_the_wabbit
129.411.png,"It wanders through underwater ruins by night, carrying a crown that's said to have been the dorsal fin it had when it was still just a Magikarp.",clawshdi
129.417.png,Its weak wings cannot maintain flight for long periods of time. A gentle breeze is enough to send POKENAME flying off course for miles.,MelodyDeLune
129.418.png,"With its evolution, its wing power has increased. Now instead of being flung off for miles by the breeze, it is only yards.",MelodyDeLune
129.420.png,"Found in the mud of drained lakebeds, POKENAME is considered one of the most pitiful Pokémon in terms of both strength and appearance. Even as food, they are considered bland and tacky at best.",sk372
129.436.png,"Though it has ferocious, aggressive tendencies, POKENAME's small teeth are incapable of piercing skin. Unable to properly hunt as a result, it bitterly resorts to being an undersea scavenger instead.",sk372
129.442a.png,POKENAME is a small Pokémon. It lives inside the mouth of Gyaralu to protect itself from enemies on the outside.,jreposo
129.442a.png,"It is so weak that even clouds lift and carry it away. However, due to its many water predators, this is actually beneficial for POKENAME.",jreposo
129.442b.png,"Shiny POKENAME offers a beautiful sight to those lucky enough to spot it between the clouds. Nevertheless, it is just as weak as regular POKENAME.",jreposo
129.453.png,"Due to its large size and tenacious grip, POKENAME are disliked by sailors, who have to pry POKENAME off their ships. Despite this, POKENAME continue to latch onto ships to move quickly across the sea.",quackquackattack
129.454.png,"POKENAME uses its large arms to bunker and protect itself from attacks, injecting venom into dangerous Pokémon. Their bright coloration serves as a reminder to predators to avoid POKENAME.",quackquackattack
129.460.png,"POKENAME are said to be the most sought after fusions for fishing enthusiasts, as they can help store or provide a wide variety of equipment. POKENAME rest on shorelines and extend lures out into the water to catch prey and drain their life force.",Raza
129.463.png,The diverse scale patterns of a Magikarp mixed with the temperament and trainability of a Rockruff make POKENAME a surprisingly popular show Pokémon.,bee4082
129.464.png,"POKENAME's gasping face is the subject of much ridicule. Though it seems uncomfortable out of the water, it will follow its Trainer anywhere.",.realthree
129.464a.png,"POKENAME's gasping face is the subject of much ridicule. Though it seems uncomfortable out of the water, it will follow its Trainer anywhere.",.realthree
129.469.png,"POKENAME uses its garish colors to scare away predators. This often backfires, however, as those same lurid colors make them easy for prey to spot too.",quackquackattack
129.52.png,"POKENAME is commonly found at the bottom of wishing wells. Some think it believes the coins within contain ""wish energy"", and that it wants to use that energy to wish to evolve sooner.",sk372
129.54.png,"It will tug its whiskers during battle in order to enhance the normally weak psychic emanations it produces for its attacks. This leaves it with a splitting headache afterward, however.",sk372
129.60.png,"POKENAME is naturally a slow swimmer due to its bulbous body, and its movements are limited to its small fins. They avoid predators by confusing them with the spiral on their bellies.",quackquackattack
129.62.png,"Strong and sturdy, sometimes POKENAME in an area will drag each other by the whiskers to assert dominance. POKENAME may drag another across lakes, and even oceans if particularly bulky.",quackquackattack
129.72.png,"It has weak swimming capabilities, and even the poison of its stingers is incredibly mild, useless for defense. POKENAME often ends up washed up on shore, staring pathetically at passersby.",sk372
129.73.png,The bulb on POKENAME acts as a small nursery for aquatic Pokémon. The long golden tentacles guide these baby Pokémon to shelter in the bulb.,quackquackattack
129.79.png,"When at rest, it plays with the whiskers on its face for amusement. Based on reports of POKENAME trying to consume or pull off these whiskers, it's thought that POKENAME does not realize they are a part of its body.",sk372
129.84.png,"POKENAME tends to roam about with a comical grace, its two heads arguing over which direction to swim or run. Despite its clumsy appearance, it can surprisingly launch itself high into the air, creating a splash wherever it goes.",ThePandaSharky
129.86.png,"It comes onto land to rest, as swimming for too long leaves its muscles weak and exhausted. Observers find its tired and pitiful panting on land rather endearing.",sk372
129.87.png,"POKENAME often appear as sea buoys at a distance, as they travel in groups and are bright orange in appearance. Their long tails swim quickly out of the way before any collisions occur.",quackquackattack
129.88.png,"POKENAME is found in factories near beaches or other bodies of water. They often float atop the water, as they cannot sink.",quackquackattack
129.89.png,"Its blobby, formless appearance is the result of being removed from the pressurized depths it calls home. Surprisingly, this has little effect on its overall well-being.",Staghorn
129.90.png,"POKENAME latches onto Slowpoke tails like Shellder, though no evolution takes place. Instead, POKENAME uses its host as a way of migrating to a new body of water to reside in, as its own swimming capability is quite weak.",sk372
129.98.png,"Though overall weak, its claws have a strong gripping power. It often uses them to hitch a ride on larger Pokémon while they hunt, grabbing and eating whatever scraps remain afterward.",sk372
13.1.png,"POKENAME can only move slowly through dense undergrowth. However, its barbs spread a strong venom, so hikers should be careful in the forest.",Kurator Chorby
13.10.png,"The horn on its head secretes an extremely weak toxin. It can be dangerous in large quantities, but usually it just causes a mild rash.",.izik
13.105.png,"POKENAME wield Weedle as weaponry, flailing them around with little regard for their safety. Its thick carapace protects it's from the Weedle's sting.",Mistymagius
13.11.png,"The spike on its head holds an incredibly potent poison. As it gets closer to evolution, the poison becomes more deadly.",.izik
13.116.png,"Slow-moving and defended only by mildly toxic stingers, POKENAME live in dense kelp growths. They rely heavily on their drab camouflage and lack of sudden movements to avoid drawing attention from predators.",Katie
13.116.png,"Since the deep sea lacks leaves for it to eat, POKENAME has turned to a diet of seaweed and moss instead. If attacked, it has the option of either jabbing the assailant with its horn or using its fin to swim away.",DarkWeavile428
13.12.png,"Still physically frail, it evolved extra stingers that secrete and coat the wings with a fine poison to deter predators who would hunt it. Wrapping itself in its wings akin to a cocoon is a typical defensive maneuver.",sk372
13.127.png,"When POKENAME tries to act fierce, it only makes people laugh. If this clownish bug falls over, it has trouble getting back up.",RoboSoup
13.13.png,"POKENAME's noses are so sensitive that it can distinguish its favorite leaves by smell alone. However, each head prefers a different kind of leaf, which often causes conflict during mealtimes.",sautomagically
13.14.png,"The only part of its body that moves is its head, which will poke anyone who tries to grab it. Research suggests POKENAME can remember anyone who touched it by smell alone, even after it evolves.",sautomagically
13.15.png,"Although a single POKENAME sting will just cause swelling, multiple stings can be very dangerous. Trainers should avoid areas where they hear the characteristic buzzing sound made by its wings. ",sautomagically
13.180.png,POKENAME's wool is very some of the softest in the world. POKENAME forms colonies that scout for Berries together.,themicelegion
13.19.png,"POKENAME has a strong sense of smell, able to sniff out its preferred food from many yards away. POKENAME fights for food and territory by battling one another using the stinger on its tail.",sk372
13.2.png,The bud on its back constantly produces a paralyzing poison that POKENAME uses to hunt. It can also transmit the poison to the horn on its head.,Kurator Chorby
13.201.png,POKENAME uses its psychic horn to sense danger while foraging for leaves. It is afraid of other Pokémon and often cries when around them.,jaminmcready
13.228.png,"POKENAME is a very timid and shy creature. It rarely attacks humans, but if threatened, it will use its horn and tail-spike to inject a searing pain, so caution is adviced.",Krune
13.23.png,"It slinks from tree to tree, eating leaves and bird eggs. Although its horn and tail both contain poison, its sting is more irritating than actually harmful.",sautomagically
13.236.png,"Despite their size, POKENAME are incredibly persistent combatants, and may even bite their opponents. ",the.the.the.the.the.the
13.24.png,"Although its body is large, its mouth is only big enough to eat bird eggs and leaves. As a result, it must eat massive amounts of food each day to maintain its size, making it a devastating invasive species.",sautomagically
13.267.png,It's been said that a sting from one of POKENAME's tendrils feels like getting struck by lighting. Those with a fear of bugs despise this Pokémon.,8xviktor
13.2a.png,The bud on its back constantly produces a paralyzing poison that POKENAME uses to hunt. It can also transmit the poison to the horn on its head.,Kurator Chorby
13.300.png,"The barbs on POKENAME's body are actually ingrown teeth from its monstrous head. These teeth inject poison on contact, but only full bites deliver a dangerous dose.",Mistymagius
13.310.png,"A POKENAME's legs are soft and squishy, despite its slimy look. The large horn on POKENAME's head is used to swipe branches away.",hatsune_miko
13.327.png,POKENAME has built onto Cateredge's evolutionary strategy by adding silk spikes to make its flail a greater deterrent.,abstrusePaladin
13.339.png,"When defending itself from predators, it jabs its spiked ribbons into them, filling them with a numbing poison.",MelodyDeLune
13.392.png,POKENAME has powerful jaws that it uses to trap prey that are careless enough to wander within striking range of its burrows. Trainers travelling through areas known to be home to POKENAME are advised to make liberal use of Repel.,Katie
13.397.png,"The pointed cogs adorning POKENAME's body are composed entirely of silk, but are capable of hardening to a toughness resembling steel.",char_latte3412
13.4.png,"POKENAME crawls slowly along tree branches and commonly uses its horned-tail to carve small notches in the bark. Its body gives off faint warmth, which deters smaller predators from approaching.",jaminmcready
13.404.png,"A POKENAME's favorite food is autumn leaves. Its sting causes extreme swelling, but is otherwise harmless.",Staghorn
13.412.png,It stores static electricity in its stinger until it's ready to make a surprise strike on an unsuspecting victim. The jolt is still incredibly minor and rarely regarded as anything more than a momentary nuisance.,sk372
13.439.png,"Wild POKENAME can be found in forests, eating the branches off of other trees. ",grassy311
13.46.png,"The mushrooms are no longer deadly to the host, but are now quite poisonous if consumed. This seems to have had the interesting side-effect of making POKENAME no longer able to secrete poison from its horn.",sk372
13.466.png,"POKENAME's hair holds enough poison to kill three Trainers. If you've come in contact with it, you must contact your local hospital immediately.",.ssunday.
13.50.png,POKENAME protects itself from predators by burying itself under the ground and leaving the spike atop its head exposed.,MelodyDeLune
13.6.png,"When laid flat, its segmented body can skitter surprisingly fast. Anyone struck with the stinger on its tail is instantly immobilized and their wound cauterized. ",hampterbychoice
13.63.png,"Due to its strong sense of smell, sneaking up on POKENAME before it teleports away is near impossible. It is docile enough to be lured close with its favorite type of leaf, however.",sk372
